BIN,BankName,CardScheme
525329,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
521836,QNB FINANSBANK A.S.,MASTER_CARD
557023,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
520894,ASIA UNITED BANK CORPORATION,MASTER_CARD
519753,SEKERBANK T.A.S.,MASTER_CARD
528956,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
677397,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
548178,FRANSABANK SAL,MASTER_CARD
553427,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
512419,MASTERCARD INTERNATIONAL,MASTER_CARD
550358,YAPI KREDI BANK AZERBAIJAN CJSC,MASTER_CARD
533169,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
516932,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
532699,BANCO NACIONAL DE COSTA RICA,MASTER_CARD
542732,CHASE PAYMENTECH EUROPE LIMITED,MASTER_CARD
589416,ICBC TURKEY BANK A.S.,MASTER_CARD
540040,MASTERCARD INTERNATIONAL,MASTER_CARD
535456,REVOLUT LTD,MASTER_CARD
549449,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
514915,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
529572,QNB FINANSBANK A.S.,MASTER_CARD
518358,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
524366,SYNCHRONY BANK,MASTER_CARD
552094,"WEBSTER BANK, N.A.",MASTER_CARD
513778,CREDIT AGRICOLE S.A.,MASTER_CARD
557823,MASTERCARD INTERNATIONAL,MASTER_CARD
530203,MASTERCARD INTERNATIONAL,MASTER_CARD
521318,MASTERCARD INTERNATIONAL,MASTER_CARD
540663,ERIE FEDERAL CREDIT UNION,MASTER_CARD
542143,SUTTON BANK,MASTER_CARD
513771,CREDIT AGRICOLE S.A.,MASTER_CARD
516834,CESKOSLOVENSKA OBCHODNI BANKA A.S.,MASTER_CARD
523915,KAPITAL BANK,MASTER_CARD
533764,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
531599,JOINT STOCK COMMERCIAL BANK - BANK OF BAKU,MASTER_CARD
520068,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540632,BANQUE MISR,MASTER_CARD
527111,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
540011,HSBC UK BANK PLC,MASTER_CARD
510740,"COMPUTER SERVICES, INC.",MASTER_CARD
552143,HSBC BANK A.S.,MASTER_CARD
515483,QNB FINANSBANK A.S.,MASTER_CARD
559884,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
555060,MONZO BANK LIMITED,MASTER_CARD
532058,POMELO TECH  SA DE CV,MASTER_CARD
516794,REVOLUT LTD,MASTER_CARD
555376,NORTHROP GRUMMAN FEDERAL CREDIT UNION,MASTER_CARD
535590,N26 BANK AG,MASTER_CARD
545103,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
552096,TURKIYE IS BANKASI A.S.,MASTER_CARD
523718,CREDIT AGRICOLE S.A.,MASTER_CARD
527083,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
545418,MASTERCARD INTERNATIONAL,MASTER_CARD
512589,BANK HANDLOWY W WARSZAWIE S.A.,MASTER_CARD
514102,PAYPORTER ODEME HIZMETLERI VE ELEKTRONIK PARA AS,MASTER_CARD
554965,CREDIT MUTUEL ARKEA,MASTER_CARD
535617,REVOLUT LTD,MASTER_CARD
531924,KRUNG THAI BANK PUBLIC COMPANY LIMITED,MASTER_CARD
558215,VAKIF KATILIM BANKASI A.S.,MASTER_CARD
524361,AKTIA BANK PLC,MASTER_CARD
554978,MASTERCARD INTERNATIONAL,MASTER_CARD
552674,DEUTSCHER SPARKASSEN- UND GIROVERBAND,MASTER_CARD
531125,JOINT-STOCK COMPANY BANK OF GEORGIA,MASTER_CARD
557827,MASTERCARD INTERNATIONAL,MASTER_CARD
545807,MASTERCARD INTERNATIONAL,MASTER_CARD
542879,"SHINHAN CARD CO., LTD.",MASTER_CARD
511783,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
534214,MASTERCARD INTERNATIONAL,MASTER_CARD
537504,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
554961,ITAU UNIBANCO S.A.,MASTER_CARD
670344,KBC BANKVERZEKERINGSHOLDING (KBC BANK N.V.),MASTER_CARD
545263,MASTERCARD INTERNATIONAL,MASTER_CARD
523253,DEUTSCHER SPARKASSEN- UND GIROVERBAND,MASTER_CARD
524375,UNIBANK COMMERCIAL BANK,MASTER_CARD
559964,TURK ELEKTRONIK PARA A S,MASTER_CARD
557818,JOINT STOCK COMPANY BALTIC INTERNATIONAL BANK,MASTER_CARD
520301,TARGOBANK AG & CO. KGAA,MASTER_CARD
535674,STARLING BANK LIMITED,MASTER_CARD
521729,COMMONWEALTH BANK OF AUSTRALIA,MASTER_CARD
529559,PAYSAFE FINANCIAL SERVICES LIMITED,MASTER_CARD
535583,SKANDINAVISKA ENSKILDA BANKEN AB,MASTER_CARD
552608,AKBANK T.A.S.,MASTER_CARD
540665,"BANK OF AMERICA, NATIONAL ASSOCIATION",MASTER_CARD
223697,OPTAL FINANCIAL EUROPE LTD,MASTER_CARD
529585,SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
510107,OPEN BANK S.A.,MASTER_CARD
555500,WEX BANK,MASTER_CARD
531377,"PAYPAL (EUROPE) S.A.R.L & CIE, S.C.A",MASTER_CARD
555607,CAJA POPULAR MEXICANA SC DE AP DE RL DE CV,MASTER_CARD
550852,MASTERCARD INTERNATIONAL,MASTER_CARD
535685,PSA PAYMENT SERVICES AUSTRIA GMBH,MASTER_CARD
548696,DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK,MASTER_CARD
555657,WEX BANK,MASTER_CARD
522840,BANCO SANTANDER (BRASIL) S.A.,MASTER_CARD
516944,ODEA BANK A.S.,MASTER_CARD
529799,PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
538149,HSBC UK BANK PLC,MASTER_CARD
520524,COASTAL COMMUNITY BANK,MASTER_CARD
518233,MASTERCARD INTERNATIONAL,MASTER_CARD
541865,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
548888,JOINT-STOCK COMPANY BANK OF GEORGIA,MASTER_CARD
516361,WESTPAC BANKING CORPORATION,MASTER_CARD
510045,ERSTE BANK DER OSTERREICHISCHEN SPARKASSEN AG,MASTER_CARD
558158,THE BANCORP BANK NATIONAL ASSOCIATION,MASTER_CARD
548659,CORNER BANCA S.A.,MASTER_CARD
549894,VISECA PAYMENT SERVICES SA,MASTER_CARD
532474,MASTERCARD INTERNATIONAL,MASTER_CARD
554918,MONTANA FEDERAL CREDIT UNION,MASTER_CARD
510062,SOHAR INTERNATIONAL BANK SAOG,MASTER_CARD
536506,STOPANSKA BANKA AD SKOPJE,MASTER_CARD
512000,"TIB, NATIONAL ASSOCIATION",MASTER_CARD
520353,PHILIPPINE NATIONAL BANK,MASTER_CARD
520694,"BANCO NACIONAL DE MEXICO, S.A.",MASTER_CARD
543761,PHILIPPINE NATIONAL BANK,MASTER_CARD
515603,SECURITY BANK CORPORATION,MASTER_CARD
557907,BANCO SANTANDER MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANC,MASTER_CARD
552213,NATIONAL WESTMINSTER BANK PLC,MASTER_CARD
525847,SUNRATE SOLUTIONS LIMITED,MASTER_CARD
537706,"KB KOOKMIN CARD CO., LTD",MASTER_CARD
409084,TURKIYE VAKIFLAR BANKASI T.A.O.,VISA
423025,SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI AS,VISA
474108,TURK EKONOMI BANKASI A.S.,VISA
412199,SIPAY ELEKTRONIK PARA VE ODEME HIZMETLERI AS,VISA
456838,ZIRAAT FINANSAL TEKNOLOJILER ELEKTRONIK PARA VE ODEME HIZMETLERI A.S.,VISA
540431,AHLATCI ODEME VE ELEKTRONIK PARA HIZMETLERI AS,MASTERCARD
377140,TURKIYE GARANTI BANKASI A.S.,AMEX
658768,BANK OF AMERICA,DISCOVER
441117,AS ODEME HIZMETLERI VE ELEKTRONIK PARA A.S,VISA
494101,ZIRAAT FINANSAL TEKNOLOJILER ELEKTRONIK PARA VE ODEME HIZMETLERI A.S.,VISA
